round,train_loss,centralized_hit@10,centralized_loss,centralized_mr,centralized_mrr
0,,0.0008121677495569994,0.7310551032047994,49138.43642941524,0.001509123602580969
1,12.933979931901803,0.0702155936207915,0.5894818406337246,31187.1691523922,0.05176560590904521
2,11.5007645908411,0.12138216184288246,0.5398604894271302,27079.546588895453,0.069679663333366
3,10.708065404884028,0.1511370348493798,0.5006244611852859,23982.3448021264,0.09514606594042548
4,10.064568499796472,0.17756940342587124,0.4620763742596646,22439.79267572357,0.11953542481531346
5,9.39610322716793,0.18340224453632606,0.42730016938932447,21527.040608387477,0.13422582083792123
6,8.791126884303349,0.22090962787950383,0.39484673308063106,20915.86422031896,0.15193256483422574
7,8.317974731841812,0.245126993502658,0.3662110862405754,20415.571913762553,0.16095488176628808
8,7.784119307676609,0.27953337271116363,0.3422086510366913,20087.00834317779,0.1759018793870438
9,7.4246968908291,0.27798287064382754,0.3218721755192167,19996.62536916716,0.20296923691734303
10,7.086091684162897,0.29060838747784995,0.30473060283733966,19555.68901358535,0.20947777323959232
11,6.818237551278936,0.2990992321323095,0.2901176620916458,19128.62404016539,0.2151053409004269
12,6.532252680526473,0.3110602480803308,0.2779141205197776,18749.77318369758,0.21925755767267802
13,6.254553695859851,0.31814825753101006,0.26723240535320625,18586.43185174247,0.2237299745721192
14,6.073213202465224,0.33143827525103364,0.2583803229854021,18257.0648257531,0.2509278247416574
15,5.909997258216986,0.33638511518015357,0.25027340282546867,17978.62507383343,0.25438698698726425
16,5.729873775448523,0.34384229178972237,0.2437627856084857,17669.179046072062,0.25830864800150094
17,5.589734151970529,0.3673951565268754,0.2379399967868549,17344.847017129356,0.26196749452058
18,5.4495152354297804,0.3721943295924395,0.23231734286586642,17027.783298877734,0.2580734405992916
19,5.328079994199899,0.3837123449497933,0.2278410030837667,16748.34517129356,0.26205436161757445
20,5.228031684733456,0.3882161842882457,0.22342691731269584,16381.818222090962,0.26475259147499847
21,5.1258130727238695,0.39102185469580625,0.21855367653351107,16053.075679267573,0.2669119907224949
22,4.973068973312818,0.396928529238039,0.21429789914804434,15678.690933254578,0.2705219266476175
23,4.883185009477465,0.40298287064382754,0.21043606525411832,15346.9509746013,0.2731225546762181
24,4.842396614139384,0.4075605434140579,0.2066829672107681,15003.643163024217,0.27431990554015756
25,4.728524600479377,0.4103662138216184,0.20330774118824171,14673.095761961016,0.2759748629799347
26,4.647221341368337,0.413171884229179,0.19992386251914726,14412.718251624336,0.27737142316934194
27,4.580597015114127,0.41774955699940935,0.1969715398889226,14047.499113998818,0.27951724384854215
28,4.511987951607138,0.4210720614294152,0.19410420435894005,13882.07560543414,0.2809071252924169
29,4.369447590468916,0.4239515652687537,0.19141269855005488,13607.250295333728,0.28291223710683094
30,4.355059256834146,0.4258712344949793,0.18879604698947697,13319.322873597164,0.2851112032454044
31,4.283736879731705,0.4288245717660957,0.186435050030871,13021.76572652097,0.2865721287359311
32,4.2557373161804835,0.43118724158298877,0.18397040394814426,12703.972681630243,0.2886340682293059
33,4.179819721097042,0.4329592439456586,0.18236721262990746,12493.26956585942,0.2891515912159509
34,4.086661495200201,0.4353219137625517,0.1801286676813325,12323.079001772003,0.29053039223894217
35,4.061819546848121,0.4381275841701122,0.17837027458776544,12150.153795038394,0.29226489648565834
36,3.984535909889077,0.4393827525103367,0.17663845062324757,11968.513216184288,0.29214299040756825
37,3.976115609245836,0.4409332545776728,0.17477904880100353,11788.51867985824,0.29474222286369545
38,3.910712371747527,0.4436650915534554,0.17329575669704783,11649.958210277613,0.2957865139185161
39,3.853847360892111,0.44632309509746015,0.1720497395815055,11508.589486119316,0.29745816335790826
40,3.862925240072602,0.44728292971057293,0.17022046872594943,11386.064973419965,0.2988368706750671
41,3.7474166473035164,0.4487595983461311,0.1689342325644564,11245.164353219137,0.29948483183491714
42,3.7174639192313954,0.4499409332545777,0.1677262196286714,11100.439235085647,0.30029833732922495
43,3.6440188180129405,0.46677495569994093,0.16657852158620595,10992.674468399291,0.3024155658307844
44,3.626148246064777,0.46839929119905493,0.16534139642424425,10865.179562906083,0.3036148169795384
45,3.594553345100518,0.47046662728883637,0.16438428148296902,10749.710646780863,0.30459055451006106
46,3.5399766571452913,0.47201712935617246,0.16334576950794527,10654.48176314235,0.3053712846614059
47,3.5096121254011856,0.4746012994683993,0.16269835300089555,10540.316154754873,0.30629056270535404
48,3.5211689687621366,0.4757088009450679,0.1614520435683499,10441.516317188423,0.30657403498862607
49,3.429512383675856,0.47748080330773773,0.16055921510630497,10347.841996455994,0.3072250061811323
50,3.4220031000391233,0.4778499704666273,0.15977037031480973,10253.349970466626,0.3072666411586957
51,3.3722675562022637,0.47999113998818665,0.15930619640758445,10153.371382161842,0.3087335665204009
52,3.3254124289536198,0.48006497341996457,0.15846984722245394,10045.170186060248,0.3092749554175879
53,3.3146958918043294,0.48065564087418783,0.1576837384645593,9935.15239220319,0.31055779093782115
54,3.301729254092835,0.4825014766686356,0.15734458277853486,9855.949054932073,0.31134288362748697
55,3.2488691241393797,0.48272297696396926,0.15668858306836436,9765.56268458358,0.3116580215475055
56,3.2134619361298022,0.482944477259303,0.15621168618640122,9661.772740696988,0.3115117495791812
57,3.2200733265334973,0.484568812758417,0.1554816889851909,9582.211237448317,0.31285921676757555
58,3.174553760992373,0.48552864737152984,0.15515862435109712,9511.148331364442,0.31203499406559937
59,3.1572809348752746,0.48575014766686353,0.1546900316211832,9414.204518606024,0.3132380612469007
60,3.1318726175883733,0.48722681630242176,0.15436333339726122,9313.561060248081,0.3137673996247382
61,3.0606355032133914,0.48796515062020085,0.1537840883437089,9221.772519196693,0.31437956350057894
62,3.1371490757385647,0.48907265209686945,0.15330325939748476,9147.472681630243,0.3152585996847934
63,3.0634117186250593,0.4904016538688718,0.15280128583148328,9069.415534554046,0.3157782082129685
64,3.0048602258740984,0.49062315416420554,0.1525213357158902,8972.230803307737,0.31616957250746003
65,3.0090432049908724,0.4909184878913172,0.15218560347193286,8902.77406969876,0.3162267706205439
