round,train_loss,centralized_hit@10,centralized_loss,centralized_mr,centralized_mrr
0,,0.0,0.7071234451637688,48141.888880685176,0.0005171239443966767
1,4.076036399668455,7.383343177790904e-05,0.6998558934428717,45961.930891907854,0.0005604538489846681
2,4.0519125229239465,0.0002215002953337271,0.693627742312182,43850.716996455994,0.0006566450552853894
3,4.034206930065155,0.00014766686355581807,0.6881871728381453,41982.00036916716,0.0007978142245806054
4,4.013100583142042,0.0003691671588895452,0.6832349797534572,40442.67373006498,0.000987704212712594
5,4.000060395431518,0.0013290017720023627,0.678386841482301,39350.868871825165,0.002023789198975971
6,3.9886523117303847,0.018089190785587714,0.6735238688271923,38457.95318960425,0.010099424127773309
7,3.9782726094841956,0.02702303603071471,0.6687216772532236,37798.35713230951,0.023741251254637316
8,3.9590448951840402,0.03831955109273479,0.6639515812080206,37471.07863260484,0.030147044126892755
9,3.931442365682125,0.06135558180744241,0.6591100371118007,37256.34421145895,0.038705767400333074
10,3.9199400762967764,0.07612226816302421,0.6542363172153177,36968.29548139397,0.04457978115754155
11,3.895603353154659,0.11503248670998228,0.6491404781978378,36815.93428824572,0.07549768205839162
12,3.880570386070013,0.11975782634376846,0.6441849182679121,36831.826048434734,0.07835890563643169
13,3.861351720456779,0.121751329001772,0.6394894094486676,36701.07686060248,0.07913961086349647
14,3.8428941513493657,0.12869167158889544,0.6346439110319136,36560.08815711754,0.08129713136678815
15,3.8287124373435972,0.132309509746013,0.6299227148888334,36477.634303012404,0.08302897032153121
16,3.809170584756136,0.132309509746013,0.6251594602332615,36440.02709686946,0.08425932733412846
17,3.780066512145102,0.13349084465445954,0.6202942696410042,36371.37950383934,0.08557129571833015
18,3.7682863121718166,0.14847903130537507,0.6154496566532882,36036.58165977555,0.0868271371670817
19,3.7417038936674594,0.1478883638511518,0.6105762195585287,35126.15379503839,0.08744561013840786
20,3.7106827661931514,0.14766686355581807,0.6055282769301558,34472.79215888955,0.08795918929120244
21,3.6878944885730744,0.1452303603071471,0.6004022103521769,33972.339486119316,0.08728095983291036
22,3.6641456567317245,0.1445658594211459,0.595598899572263,33557.46470761961,0.08711955143490421
23,3.6370209401369094,0.14412285883047843,0.590743485145532,33277.680891907854,0.08735199926673663
24,3.6099129803806544,0.14412285883047843,0.5863021472444014,33066.85351447135,0.0878281547226946
25,3.5872603559412064,0.14404902539870054,0.5825712303932122,32910.330478440635,0.08793436101204927
26,3.5668862693786623,0.1446396928529238,0.5796568024629849,33130.186724748964,0.08852866934615794
27,3.5463474359989164,0.14397519196692263,0.5768678804997984,32607.73840815121,0.08883412928136529
28,3.5051286929041146,0.14633786178381572,0.5751649696375759,30928.29813939752,0.09087625860463938
29,3.4730658488333224,0.14360602480803308,0.5745770294857697,26469.599084465444,0.0927371596024155
30,3.4569573622994123,0.14486119314825754,0.577119270345229,21994.000295333728,0.09329336230498653
31,3.451763566607237,0.1454518606024808,0.5823202134975801,17911.79496455995,0.09370348975631726
32,3.4450135724186897,0.14434435912581217,0.5893758683681354,18806.643532191378,0.09270349288507908
33,3.4411306613914667,0.14375369167158888,0.5962688335627302,16677.813718251626,0.09245350300136777
34,3.44648330411911,0.14316302421736563,0.5998313275242702,16540.128248670997,0.09279376041911962
35,3.437018602657784,0.14375369167158888,0.6036604824483136,17405.40364737153,0.09190048479960652
36,3.432737874690071,0.14102185469580625,0.6040627345274309,16773.840076786768,0.0895659103719507
37,3.415686973864946,0.14552569403425872,0.6007035690834552,16758.183033077377,0.09050105777989917
38,3.4196045647054794,0.1422031896042528,0.5952683357373421,16893.832767277025,0.08831700089368859
39,3.4109257350876927,0.14242468989958654,0.5915944129472139,17085.28868871825,0.0892518328671141
40,3.398241789989221,0.1462640283520378,0.5805750331891266,16696.52488186651,0.09027288549438234
41,3.3770286732692854,0.14397519196692263,0.5717709131436237,16233.168857058476,0.08933669421038323
42,3.3445361700644454,0.14412285883047843,0.5592913881872573,18860.745939161254,0.08878093012937686
43,3.3451301182236755,0.14899586532782044,0.5523718105574525,15691.509746012995,0.08860711016451706
44,3.343537410948248,0.14508269344359126,0.5436948636432148,19621.659111045483,0.08889206667640326
45,3.31494343912884,0.14685469580626107,0.5325838843101895,15607.488038984053,0.09313331283584238
46,3.304825979570893,0.1454518606024808,0.5232985213997284,16384.240770821027,0.08975784473584338
47,3.3512006274731867,0.14471352628470172,0.5173457110497862,19743.067114589485,0.0896859209839492
48,3.306621390755732,0.14729769639692852,0.5024291073800244,17301.611931482574,0.08980175427518604
49,3.3180196271003233,0.14641169521559363,0.497844007837829,17657.898331364442,0.09004220070529109
50,3.2965813546306117,0.14567336089781452,0.4853656930002252,16009.536104548139,0.09000812808500123
51,3.309085141216895,0.14729769639692852,0.4813968784358831,17275.835646780863,0.09094510132951547
52,3.262967791240901,0.1478883638511518,0.46963754537672436,17044.87507383343,0.09390798512887036
53,3.3141108784349984,0.14678086237448318,0.4623699361087724,16836.68975191967,0.09080461567084161
54,3.3214517873552607,0.14559952746603663,0.45375253299653673,16930.34133195511,0.09069578076193054
55,3.2777863801218627,0.14715002953337272,0.44481430280033923,17992.552200236267,0.09215334584144409
56,3.34333153016207,0.15091553455404608,0.438585974417507,14552.971278795038,0.09156798293961345
57,3.393159301020942,0.14633786178381572,0.427750422882349,17844.63873301831,0.09227502814255484
58,3.3316151109290075,0.15143236857649142,0.42508134649749396,16330.388437684584,0.09278988542018299
59,3.318417757537808,0.14995569994093325,0.4171499268783083,18993.24335499114,0.09693619441523994
60,3.3643482211579983,0.14936503248671,0.41042528960568475,15315.101225634968,0.09674374199934885
61,3.3764390910238826,0.14914353219137624,0.40249750746903296,17533.054710572946,0.09514659998885083
62,3.458713733027557,0.15372120496160663,0.3984508980858184,16140.287285883049,0.09468289809495739
63,3.4281206883095567,0.14737152982870644,0.39055070422031674,15469.022666863555,0.0950156401137733
64,3.4381613876786723,0.1503248670998228,0.3818361725128379,17898.070953927938,0.09721042588554937
65,3.4617298162572494,0.1495865327820437,0.3767155429617644,15068.33092144123,0.1006566174774941
66,3.445397405895544,0.15172770230360308,0.37453453435028694,17616.191966922623,0.10039433941659459
67,3.5149416169890135,0.15143236857649142,0.36718578942749086,16232.31268458358,0.09964716787689532
68,3.594185747374322,0.15076786769049025,0.3628798354377402,17156.747784997046,0.10118030928605543
69,3.55068107302153,0.1511370348493798,0.35360744938594674,16915.757235676316,0.1003348030950492
70,3.595427013628817,0.15209686946249262,0.35548621483885795,17940.972533963377,0.10354440297633935
71,3.5983766835576594,0.15630537507383344,0.3414843951330039,16652.599084465444,0.10334585009627717
72,3.5865315847308543,0.15165386887182516,0.34524316052882786,16114.648331364442,0.10524723090640004
73,3.6000760053238015,0.15549320732427643,0.3361901567324715,16740.071249261666,0.10288547650079351
74,3.635417230114204,0.15637920850561135,0.3331212931041673,16050.508933845245,0.10934488485070255
75,3.6751633278192792,0.15313053750738334,0.3302226910804014,16655.63171884229,0.10667212200893332
76,3.794074647913198,0.15623154164205552,0.320476881506669,15459.20806261075,0.11202616858904475
77,3.7894412980088035,0.15733904311872415,0.3207059467225491,17052.298656231542,0.10790670124221206
78,3.79048941729267,0.1577820437093916,0.3148370781370954,17316.082914943887,0.11192601273117322
79,3.77544625881425,0.15822504430005907,0.31239615843164736,17999.039353219137,0.11560925740809586
80,3.8724617836929416,0.16516538688718252,0.30766815108773204,15354.962861783815,0.113965423874757
81,3.87698706998478,0.15711754282339044,0.30122007233512726,16255.49586532782,0.11585947798669101
82,3.84395665310036,0.16058771411695216,0.3013726281917677,15501.48168930892,0.11947807126342959
83,3.930434888522549,0.16309805079740106,0.2956388549081186,16667.70643827525,0.114953005605488
84,3.9335688370851973,0.1633195510927348,0.2963212929072054,15614.01661252215,0.12410205585546595
85,4.032364414610356,0.16243354991139988,0.2921355180353766,18480.27414353219,0.11461129727939617
86,4.049297775854346,0.16391021854695806,0.2885522356908635,16649.638437684585,0.12484020174875363
87,4.229199764463329,0.16959539279385705,0.2879824898422017,19989.72430596574,0.12638394344822995
88,3.9975895114703155,0.16930005906674542,0.280407046040613,15034.899217365622,0.13140254317277802
89,4.210895580443629,0.1714412285883048,0.2835255892429973,18270.884450679267,0.12131199160390964
90,4.222715835893155,0.17114589486119314,0.27565182864311844,16052.109568812759,0.13323059007456528
91,4.229531686185341,0.15970171293561725,0.27792004796319,16739.538098050798,0.12140336923313909
92,4.256780974792405,0.15578854105138806,0.2729991632398024,15602.98840815121,0.13188547809282483
93,4.380199149240118,0.16228588304784405,0.27159114597738676,16736.553160070882,0.12469263019476157
94,4.23132129890863,0.1642055522740697,0.26725840524302014,15939.198168930892,0.13990774979273987
95,4.602855270493507,0.1738038984051979,0.26808015734155105,15918.468989958654,0.1307600618704088
96,4.364010794849432,0.1774217365623154,0.26242007159462327,17095.549173065563,0.13548498149831176
97,4.400202998792445,0.1625073833431778,0.2587381417934238,15033.277023036031,0.1322075433777879
98,4.36301691937307,0.18185174246898997,0.26096441480656923,17296.241804489073,0.1419624316389141
99,4.606190900363501,0.16634672179562907,0.26082821996498606,16421.927126402836,0.12884212361662498
100,4.4264872109633,0.17107206142941525,0.2549096530568688,16861.409849379797,0.1420348525230718
101,4.780409481102257,0.15261370348493797,0.2623359611758763,17373.21337861784,0.129268510841183
102,4.5965126714822,0.18665091553455404,0.25031769665578385,14520.05936207915,0.1500824333778488
103,4.854018367765205,0.15128470171293562,0.264411962049298,16779.5585499114,0.12663129647870655
104,4.559274016037253,0.19336975782634377,0.24864362726812844,15467.312536916716,0.16045198589874873
105,5.158977986906559,0.1341553455404607,0.25929735658931674,18917.086089781453,0.09118894470145944
106,4.391005383310111,0.20045776727702302,0.24748809076906042,16357.660661547548,0.1667558571529477
107,5.276550141960086,0.13386001181334908,0.2526822116517132,17962.16103071471,0.11047072247234772
108,4.546651141976908,0.20569994093325458,0.2475272208869585,15657.59428529238,0.1817847218610161
109,5.451265915915894,0.08675428233904312,0.2520612389656196,16543.71714412286,0.07292608322656907
110,4.392341886081224,0.21138511518015357,0.24419476933562453,15434.60011813349,0.19237701064436344
111,5.811154398955824,0.08217660956881276,0.25246713680634,18122.772666863555,0.0721465560436705
112,4.202832959506311,0.21847312463083285,0.24036495213578354,14246.100782634378,0.2016828111290661
113,5.824787381719608,0.0759746012994684,0.25282354329049184,16354.578189604254,0.06354921851488014
114,4.276652368358066,0.22674246898995865,0.23826624809021427,15136.457250443,0.20811751133561854
115,6.1121226710638235,0.09679562906083874,0.2564866523426241,16527.88031600709,0.06469784259764234
116,4.3133053831751464,0.22113112817483757,0.2304461049838622,16627.386887182518,0.21543696560420836
117,6.2167855967679655,0.1037359716479622,0.2683872135086619,16650.70023626698,0.06049931813474001
118,4.265996501179163,0.23331364441819255,0.23258441420144224,17912.14914353219,0.2188731638552082
119,6.513702598736587,0.07737743650324867,0.2886465959559543,14623.52200236267,0.06099285765656686
120,4.171455488701139,0.2358978145304194,0.22664335251495968,16880.10536030715,0.2209778286381498
121,6.655730063845092,0.07375959834613113,0.2840203915199328,14666.302864737154,0.059028980930029035
122,4.302839497976465,0.240253987005316,0.23657239528713989,18147.1059509746,0.22541470778918915
123,6.736725942599165,0.0744240992321323,0.3008313381719299,14821.667380389841,0.06406992577343482
