round,train_loss,centralized_hit@10,centralized_loss,centralized_mr,centralized_mrr
0,,0.0007383343177790904,0.693736000482199,44113.209908446544,0.0010221789302190694
1,0.39773899386284145,0.4523036030714708,0.11499212960225766,341.6975044300059,0.2659332559813519
2,0.2839046227964721,0.4825014766686356,0.1470434196034376,289.13009450679266,0.28057383167948147
3,0.2673742442558539,0.45784111045481396,0.13041787590128318,267.27045186060246,0.2811341897829958
4,0.2565617628037956,0.45378027170702895,0.14013100030821582,392.33586828115773,0.2596512898614075
5,0.2506313899044473,0.46101594802126405,0.13674427968494252,262.0688865918488,0.25880685890444555
6,0.24584065363535482,0.449645599527466,0.19405338400035843,239.5547844063792,0.25604053786095876
7,0.24611507543289457,0.4811724748966332,0.13609287638972506,251.5063496751329,0.26839021269631247
8,0.2450650134041601,0.4779238038984052,0.12509597841449244,233.8208800945068,0.27409356402261553
9,0.24270403881008584,0.45894861193148256,0.13626034438394594,249.8733018310691,0.25961096242846265
10,0.2381623556771332,0.45215593620791494,0.11047774324079575,251.44469875959834,0.2560505049970374
11,0.2356282142803667,0.4615327820437094,0.126924014514998,219.38408151210868,0.2815971713780246
12,0.235892789432065,0.444034258712345,0.1294155164263069,244.65925871234495,0.25385830287999545
13,0.23617869854898446,0.5025103366804489,0.10896455204278635,222.78846721795628,0.29134665912263497
14,0.2417511862001327,0.4801388068517425,0.12903350397034755,228.26454518606025,0.2728863034126511
15,0.2342064005532199,0.44573242764323684,0.1533424016912363,231.5206733608978,0.28305949201388253
16,0.2320962899724175,0.4706881275841701,0.14775920491539513,241.11414648552864,0.2840124631196364
17,0.2312354750679785,0.479695806261075,0.1418057595146662,378.45525694034257,0.2781579070279764
18,0.23392270643123422,0.47327229769639695,0.12455335333408817,243.54452155936207,0.255551081675114
19,0.23361466536912268,0.4920998227997637,0.14404590548742424,221.72703780271706,0.2772268664674069
20,0.23178052466985083,0.4706142941523922,0.13216713549556128,234.70481393975192,0.265202457664197
21,0.2328017043229657,0.48235380980507975,0.1332758740338827,289.13356467808626,0.27511895762842464
22,0.23429438088826968,0.47748080330773773,0.13688469030085224,225.47880980507975,0.28700952357584614
23,0.2295171668548453,0.49940933254577674,0.1352768751198517,208.75369167158888,0.2906328712431893
24,0.23265564907321024,0.480507974010632,0.13646859902922404,237.4037212049616,0.2739347861028559
25,0.2314382279809538,0.49305965741287655,0.12433479801012665,211.88378617838157,0.2703151038619951
26,0.2341286981168644,0.5101151801535735,0.1287167341815059,229.02215002953338,0.27147464868205884
27,0.23185480061924624,0.4647814530419374,0.1444749428633202,236.58350561134083,0.275601930768899
28,0.23274524137206493,0.488629651506202,0.1271172402054335,225.43665091553456,0.2772489562166005
29,0.23213460273698155,0.4558476077968104,0.1637229119695183,238.192483756645,0.2534788107379694
30,0.23220281787868585,0.48390431187241584,0.13803792863009184,268.5297548730065,0.2761949809643754
31,0.23468412380286133,0.46677495569994093,0.14413443602339618,264.76661252215,0.28682199631106636
32,0.2291841817543108,0.48065564087418783,0.1456410729045361,207.8345392793857,0.2663474858365593
33,0.2294634623707849,0.4828706438275251,0.13154401601842908,227.48833431777908,0.2754012953327373
34,0.2301950282154638,0.4875959834613113,0.12841067037357057,206.60189013585352,0.26308595829157555
35,0.23115598212446817,0.48582398109864144,0.13869569367725446,281.63016834022443,0.28681667217754814
36,0.22765289728194193,0.48235380980507975,0.13500174310272295,255.3719728292971,0.2777310636721732
37,0.22917488919865386,0.4651506202008269,0.12946142787654066,241.94396042528058,0.28763403884762345
38,0.23150262136165903,0.48405197873597167,0.14565074142406684,224.7584170112227,0.2778273797589948
39,0.2264229979378369,0.505611340815121,0.12899119729327238,226.20444477259304,0.2759287774180743
40,0.22964792160347963,0.446396928529238,0.1350947801815732,239.55840224453632,0.28090352795713996
41,0.22976920620179883,0.4796219728292971,0.1385305761977912,241.20267277023035,0.2737749226115769
42,0.2284150187859803,0.5057590076786769,0.1418536318918344,268.6340076786769,0.29641335124337786
43,0.22838975769200145,0.48707914943886593,0.12699744057149123,213.9672917897224,0.282083609875784
