round,train_loss,centralized_hit@10,centralized_loss,centralized_mr,centralized_mrr
0,,0.0114441819255759,1.7637359435880633,45821.21707028943,0.012024724119302806
1,35.862032908607965,0.0457767277023036,0.7850400327195803,37484.7102776137,0.04129113080547626
2,23.004271647894722,0.05648257531010041,0.6866088736254634,31775.4161252215,0.04119768492226067
3,19.758259850125327,0.0678529238038984,0.6325686155615932,28121.886739515652,0.04837488708146581
4,18.076963140269488,0.1021854695806261,0.5937875951894966,25570.269787359717,0.06184896718505488
5,17.086228448462048,0.1439013585351447,0.5576490686744807,23600.4951269935,0.0974769704924071
6,16.30699212462737,0.15948021264028353,0.5264135746466193,22441.45518310691,0.1303306108078045
7,15.253291278499251,0.18259007678676906,0.49885536069446856,21514.129799173064,0.1429434239603456
8,14.619689959177089,0.21337861783815712,0.4725544927020848,20992.855212640283,0.15232059646799304
9,14.07805984366906,0.2523626698168931,0.4500773006641943,20759.23966331955,0.16809521322603266
10,13.284711831250853,0.26210868281157707,0.4307595387721839,20176.5648257531,0.17857225629973086
11,12.687630525960168,0.2709686946249262,0.41386958211077673,19373.863924985235,0.1860499197487335
12,11.96239314504613,0.2762108682811577,0.398017141787846,18325.276358535146,0.19459608707379147
13,11.62274113266476,0.2841848789131719,0.3826306241814158,17287.50214116952,0.19979995466054373
14,11.060589337679646,0.29348789131718844,0.3676837702457656,16525.935543414056,0.20433170571229609
15,10.682276580741025,0.2999113998818665,0.35382095047591644,15863.735676314234,0.209294314084199
16,10.217569456832349,0.3056704075605434,0.34073739083573895,15288.40859421146,0.21255699137130946
17,9.875665156062746,0.3134229178972239,0.3293631838696879,14807.385484347313,0.21650873925107825
18,9.46992654445054,0.3211015948021264,0.31953485782113467,14396.937832250444,0.2197339277682615
19,9.229323035464423,0.3282634376845836,0.31193287609127174,13920.540829887774,0.22588207613038833
20,9.014605671733397,0.33512994683992914,0.3048807939568056,13532.165608387479,0.23167012296106373
21,8.575576536453351,0.3399291199054932,0.2980574490703705,13181.285735380981,0.23463440394726628
22,8.234342907511873,0.3702746603662138,0.2944193143593344,12923.85927347903,0.2420842750984809
23,8.16331046246384,0.3936060248080331,0.28987370409815977,12625.64700236267,0.24685953038172662
24,7.917818466450686,0.4003987005316007,0.2876319639711453,12400.813349084465,0.2537029630334367
25,7.565564370989107,0.41331955109273477,0.28540783344264425,12220.179636739516,0.256970886146076
26,7.299708646996195,0.41693738924985235,0.28319342852041857,12011.686060248081,0.26231579567410573
27,7.112402734168404,0.41966922622563496,0.2815201365914316,11809.690859421145,0.264404087532305
28,7.0692425379929755,0.41324571766095686,0.2802314540701601,11628.579592439457,0.26605382054668275
29,6.797806401550879,0.4167158889545186,0.27928283348774485,11452.051978735972,0.2680121415152632
30,6.65170999462703,0.42048139397519196,0.2784403673130241,11292.239810986415,0.27162530841335075
31,6.471080895967008,0.42277023036030714,0.278318763113395,11140.799542232722,0.2733730964586639
32,6.301106746571877,0.4257235676314235,0.2777524398737179,10975.51912285883,0.2746880653166293
33,6.266188215041329,0.4329592439456586,0.2775837484020222,10833.372268163024,0.2776011731918897
